Instance,Feature,LocX,LocY,Checkin
A,380,116.329682,39.925982,
A,381,116.316406,39.925205,
A,382,116.280083,39.924053,
A,383,116.305205,39.924404,
A,384,116.305192,39.924478,
A,385,116.305192,39.924478,
A,386,116.271109,39.924856,
A,387,116.260379,39.923537,
A,388,116.331344,39.926351,
A,389,116.274189,40.029855,
A,390,116.257549,40.042744,
A,391,116.314412,40.004522,
A,392,116.283571,40.033974,
A,393,116.303048,40.0199,
A,394,116.260238,40.040946,
A,395,116.298481,40.024437,
A,396,116.296062,40.024107,
A,397,116.209025,40.037156,
A,398,116.305721,39.979228,
A,399,116.320872,39.969622,
A,400,116.30818,39.975432,
A,401,116.319964,39.967005,
A,402,116.323511,39.968054,
A,403,116.324867,39.968629,
A,404,116.266358,40.002057,
A,405,116.267021,40.002215,
A,406,116.306937,39.983418,
A,407,116.323021,39.975651,
A,408,116.326833,39.970365,
A,409,116.301466,39.985635,
A,410,116.329817,39.96702,
A,411,116.313502,39.981182,
A,412,116.306956,39.98335,
A,413,116.326749,39.970591,
A,414,116.212716,39.956344,
A,415,116.354736,39.955451,
A,416,116.32295,39.955106,
A,417,116.261407,39.956157,
A,418,116.322742,39.955743,
A,419,116.26902,39.956351,
A,420,116.324456,39.956657,
A,421,116.323829,39.956257,
A,422,116.317097,39.955712,
A,423,116.308747,39.956454,
A,424,116.357425,39.956243,
A,425,116.32768,39.956674,
A,426,116.320659,39.902379,
A,427,116.321678,39.905155,
A,428,116.320757,39.902549,
A,429,116.307114,39.908193,
A,430,116.30682,39.90803,
A,431,116.298949,39.889064,
A,432,116.298457,39.891336,
A,433,116.301862,39.90024,
A,434,116.306021,39.89353,
A,435,116.303833,39.8923,
A,436,116.309711,39.901243,
A,437,116.314081,39.911073,
A,438,116.30668,39.908022,
A,439,116.309384,39.910295,
A,440,116.302287,39.898769,
A,441,116.316401,39.924841,
A,442,116.316405,39.925367,
A,443,116.316404,39.92573,
A,444,116.319543,39.928859,
A,445,116.319033,39.923297,
A,446,116.312962,39.928342,
A,447,116.316411,39.926063,
A,448,116.316092,39.924377,
A,449,116.319351,39.929573,
A,450,116.315698,39.924368,
A,451,116.31641,39.925321,
A,452,116.315899,39.92437,
A,453,116.339242,39.993856,
A,454,116.329209,39.99238,
A,455,116.336521,39.993388,
A,456,116.334144,39.993875,
A,457,116.333362,39.993744,
A,458,116.331898,39.995344,
A,459,116.334299,39.996181,
A,460,116.339255,39.993858,
A,461,116.339378,39.992507,
A,462,116.349162,39.993749,
A,463,116.334659,39.992475,
A,464,116.335384,39.997045,
A,465,116.34748,39.994338,
A,466,116.338936,39.992282,
A,467,116.339366,39.992416,
A,468,116.333946,39.993291,
A,469,116.339549,40.001433,
A,470,116.315492,40.002123,
A,471,116.365792,40.005722,
A,472,116.118022,40.107439,
A,473,116.111219,40.108429,
A,474,116.118466,40.100534,
A,475,116.36738,39.962832,
A,476,116.33218,39.975906,
A,477,116.367756,39.962318,
A,478,116.33767,39.9787,
A,479,116.303916,39.992738,
A,480,116.366876,39.96693,
A,481,116.369685,39.96873,
A,482,116.331357,39.991769,
A,483,116.365381,39.970967,
A,484,116.331566,39.991431,
A,485,116.367051,39.967126,
A,486,116.369527,39.969638,
A,487,116.34511,39.985472,
A,488,116.314734,40.003388,
A,489,116.26762,40.031864,
A,490,116.304679,39.988439,
A,491,116.297976,39.993086,
A,492,116.34356,39.976771,
A,493,116.362776,39.976912,
A,494,116.361983,39.976855,
A,495,116.36162,39.97686,
A,496,116.320344,39.976984,
A,497,116.342977,39.977072,
A,498,116.358641,39.976852,
A,499,116.366079,39.976909,
A,500,116.343237,39.976906,
A,501,116.367543,39.957718,
A,502,116.369747,39.961701,
A,503,116.224163,39.927358,
A,504,116.31437,39.911072,
A,505,116.312133,39.898076,
A,506,116.317051,39.902303,
A,507,116.325839,39.922024,
A,508,116.326366,39.925622,
A,509,116.321549,39.924037,
A,510,116.326751,39.923769,
A,511,116.321512,39.924256,
A,512,116.361878,39.976857,
A,513,116.362682,39.981972,
A,514,116.370094,39.980096,
A,515,116.370347,39.980297,
A,516,116.367,39.978287,
A,517,116.374411,39.982583,
A,518,116.368194,39.978112,
A,519,116.37713,39.981964,
A,520,116.379415,39.980454,
A,521,116.294673,39.901156,
A,522,116.245152,39.930864,
A,523,116.288076,39.908384,
A,524,116.264299,39.923606,
A,525,116.264332,39.922492,
A,526,116.264517,39.919421,
A,527,116.264104,39.920338,
A,528,116.273718,39.917937,
A,529,116.364598,39.994041,
A,530,116.268855,39.956635,
A,531,116.314275,39.940243,
A,532,116.346726,40.063413,
A,533,116.346025,39.976719,
A,534,116.3599,39.981418,
A,535,116.359377,39.9814,
A,536,116.360981,39.981525,
A,537,116.364308,39.973894,
A,538,116.358543,39.973108,
A,539,116.355943,39.981945,
A,540,116.311941,39.952843,
A,541,116.313496,39.982755,
A,542,116.311717,39.986029,
A,543,116.316533,39.986616,
A,544,116.206831,39.980667,
A,545,116.327624,39.981456,
A,546,116.215241,39.974328,
A,547,116.301392,39.925318,
A,548,116.301586,39.924365,
A,549,116.225122,39.988788,
A,550,116.337295,39.989148,
A,551,116.3189,39.989384,
A,552,116.333564,39.989023,
A,553,116.359836,39.989066,
A,554,116.345759,39.989083,
A,555,116.343132,39.988932,
A,556,116.343019,39.988923,
A,557,116.367427,39.994137,
A,558,116.365901,39.994002,
A,559,116.365345,39.994097,
A,560,116.32932,39.995341,
A,561,116.331898,39.995344,
A,562,116.367888,39.994142,
A,563,116.344347,39.995458,
A,564,116.352546,39.994333,
A,565,116.352552,39.994561,
A,566,116.333592,39.995126,
A,567,116.333222,39.995133,
A,568,116.347641,39.995452,
A,569,116.347453,39.994336,
A,570,116.347453,39.994336,
A,571,116.347476,39.994336,
A,572,116.352544,39.994498,
A,573,116.317655,40.015239,
A,574,116.318921,40.010913,
A,575,116.351895,40.009992,
A,576,116.350234,40.015441,
A,577,116.350897,40.010722,
A,578,116.353412,40.009695,
A,579,116.353412,40.009695,
A,580,116.352809,40.012343,
A,581,116.179776,40.040517,
A,582,116.322263,39.957447,
A,583,116.323339,39.961285,
A,584,116.307751,39.967221,
A,585,116.357193,39.945713,
A,586,116.306836,39.97614,
A,587,116.348575,39.949278,
A,588,116.365925,39.972444,
A,589,116.355262,39.964755,
A,590,116.161294,40.075286,
A,591,116.158899,40.07699,
A,592,116.303625,39.985803,
A,593,116.313702,39.98584,
A,594,116.339375,39.970438,
A,595,116.218311,39.995284,
A,596,116.302153,39.945603,
A,597,116.349015,39.963225,
A,598,116.341986,39.966919,
A,599,116.342611,39.966908,
A,600,116.336218,39.977505,
A,601,116.243499,39.948264,
A,602,116.243336,39.947901,
A,603,116.242816,39.947915,
A,604,116.236071,39.948027,
A,605,116.330004,39.94776,
A,606,116.257444,39.947667,
A,607,116.320119,39.947402,
A,608,116.257449,39.947778,
A,609,116.343936,39.946702,
A,610,116.323194,39.965503,
A,611,116.327555,39.965426,
A,612,116.312389,39.96496,
A,613,116.301989,39.965019,
A,614,116.323194,39.965503,
A,615,116.323194,39.965503,
A,616,116.303739,39.96585,
A,617,116.273722,39.96581,
A,618,116.341175,39.965741,
A,619,116.356634,39.965111,
A,620,116.320825,39.898881,
A,621,116.283657,39.90099,
A,622,116.290905,39.899986,
A,623,116.278046,39.900078,
A,624,116.278931,39.899354,
A,625,116.280046,39.900116,
A,626,116.280492,39.900025,
A,627,116.322812,39.898076,
A,628,116.301809,39.898975,
A,629,116.321533,39.901066,
A,630,116.321529,39.900979,
A,631,116.300319,39.900983,
A,632,116.296437,39.900964,
A,633,116.295429,39.897671,
A,634,116.320154,39.898063,
A,635,116.355963,40.061715,
A,636,116.378727,40.063002,
A,637,116.213269,39.955641,
A,638,116.211045,39.990574,
A,639,116.33001,39.992013,
A,640,116.339523,39.991948,
A,641,116.339523,39.991948,
A,642,116.369513,39.99118,
A,643,116.365542,39.991763,
A,644,116.338943,39.991906,
A,645,116.336862,39.991902,
A,646,116.336862,39.991902,
A,647,116.339523,39.991948,
A,648,116.252653,39.949442,
A,649,116.252696,39.949811,
A,650,116.348548,39.949346,
A,651,116.343798,39.948876,
A,652,116.342951,39.948686,
A,653,116.343172,39.948937,
A,654,116.346726,39.949802,
A,655,116.253392,39.913388,
A,656,116.303299,39.908268,
A,657,116.288088,39.909738,
A,658,116.329321,39.910604,
A,659,116.329203,39.910164,
A,660,116.323175,39.908176,
A,661,116.30668,39.908022,
A,662,116.292197,39.909962,
A,663,116.288051,39.909584,
A,664,116.288076,39.908423,
A,665,116.311054,39.91154,
A,666,116.305632,39.912276,
A,667,116.293675,39.910431,
A,668,116.288082,39.909023,
A,669,116.288182,39.908343,
A,670,116.264339,39.913399,
A,671,116.280757,39.91333,
A,672,116.330962,39.909038,
A,673,116.303493,39.912278,
A,674,116.343756,39.953877,
A,675,116.317402,39.954036,
A,676,116.347312,39.953618,
A,677,116.32466,39.90702,
A,678,116.324647,39.906848,
A,679,116.323289,39.905162,
A,680,116.322408,39.90516,
A,681,116.319588,39.897476,
A,682,116.324477,39.904971,
A,683,116.319765,39.897481,
A,684,116.322038,39.897952,
A,685,116.332994,39.929381,
A,686,116.333528,39.927653,
A,687,116.200484,40.124542,
A,688,116.370261,39.961216,
A,689,116.322311,40.006655,
A,690,116.352142,40.005899,
A,691,116.364016,40.006613,
A,692,116.364473,40.005693,
A,693,116.266931,40.004989,
A,694,116.349993,40.007491,
A,695,116.352,40.005367,
A,696,116.273302,40.006176,
A,697,116.263967,40.006183,
A,698,116.264343,40.006156,
A,699,116.351931,40.008406,
A,700,116.365509,40.005141,
A,701,116.350223,40.007492,
A,702,116.346532,40.033675,
A,703,116.350896,40.03614,
A,704,116.364985,40.032387,
A,705,116.32762,40.035514,
A,706,116.285492,40.033487,
A,707,116.286302,40.033523,
A,708,116.287235,40.033557,
A,709,116.270641,40.035628,
A,710,116.303153,40.035234,
A,711,116.297538,40.03417,
A,712,116.297818,40.034178,
A,713,116.29736,40.034161,
A,714,116.33114,40.035492,
A,715,116.33665,40.03468,
A,716,116.342892,40.031825,
A,717,116.311385,40.035255,
A,718,116.312182,40.033424,
A,719,116.311418,40.035195,
A,720,116.310319,40.034359,
A,721,116.310627,40.034045,
A,722,116.34709,40.032539,
A,723,116.331139,40.035541,
A,724,116.336722,40.035205,
A,725,116.310994,40.034144,
A,726,116.319288,40.032756,
A,727,116.304894,40.035137,
A,728,116.281794,40.034061,
A,729,116.281563,40.034056,
A,730,116.37096,40.036127,
A,731,116.37118,40.035241,
A,732,116.350415,40.035415,
A,733,116.350442,40.035365,
A,734,116.350307,40.03554,
A,735,116.350583,40.035607,
A,736,116.351072,40.035733,
A,737,116.351112,40.036127,
A,738,116.318101,40.033767,
A,739,116.337582,40.034355,
A,740,116.311539,40.034883,
A,741,116.372849,40.031781,
A,742,116.290667,40.034411,
A,743,116.342589,40.032409,
A,744,116.372145,40.034132,
A,745,116.367011,40.03223,
A,746,116.365275,40.032026,
A,747,116.350188,40.035901,
A,748,116.355583,40.034548,
A,749,116.355208,40.008717,
A,750,116.322589,40.006803,
A,751,116.34858,40.006999,
A,752,116.347986,40.007849,
A,753,116.351946,40.00912,
A,754,116.362963,40.006139,
A,755,116.341594,40.006999,
A,756,116.285789,40.011119,
A,757,116.351922,40.009264,
A,758,116.350053,40.007484,
A,759,116.347123,40.006998,
A,760,116.355231,40.008468,
A,761,116.351893,40.009352,
A,762,116.355197,40.00862,
A,763,116.359282,39.952553,
A,764,116.360191,39.954241,
A,765,116.370699,39.957393,
A,766,116.365971,39.957666,
A,767,116.361723,39.953807,
A,768,116.3707,39.957609,
A,769,116.363029,39.958674,
A,770,116.363111,39.959052,
A,771,116.365544,39.952315,
A,772,116.361725,39.955222,
A,773,116.361033,39.959019,
A,774,116.358396,39.95407,
A,775,116.360937,39.957752,
A,776,116.36118,39.95261,
A,777,116.363896,39.95228,
A,778,116.35759,39.963672,
A,779,116.371632,39.977307,
A,780,116.371632,39.977307,
A,781,116.36849,39.978857,
A,782,116.367723,39.978112,
A,783,116.36948,39.978133,
A,784,116.38066,39.977053,
A,785,116.374437,39.980595,
A,786,116.372522,39.98057,
A,787,116.371149,39.980583,
A,788,116.370674,39.980302,
A,789,116.371023,39.980313,
A,790,116.375759,39.980414,
A,791,116.370246,39.979398,
A,792,116.370279,39.978863,
A,793,116.375152,39.981862,
A,794,116.37872,39.981698,
A,795,116.366115,39.98885,
A,796,116.361909,39.985561,
A,797,116.370574,39.977161,
A,798,116.37064,39.980306,
A,799,116.380472,39.976185,
A,800,116.379079,39.97544,
A,801,116.379885,39.977147,
A,802,116.374411,39.982583,
A,803,116.369307,39.983185,
A,804,116.330213,39.983283,
A,805,116.350969,39.970423,
A,806,116.337482,39.978502,
A,807,116.364823,39.967404,
A,808,116.367057,39.967124,
A,809,116.369398,39.96545,
A,810,116.283536,39.959347,
A,811,116.273667,39.965401,
A,812,116.247607,40.065029,
A,813,116.251813,40.048493,
A,814,116.220139,40.074326,
A,815,116.273759,40.031633,
A,816,116.293478,40.023764,
A,817,116.275836,40.029406,
A,818,116.264967,40.027263,
A,819,116.367538,39.968256,
A,820,116.367669,39.968842,
A,821,116.368469,39.968646,
A,822,116.334066,39.988225,
A,823,116.333604,39.988384,
A,824,116.319488,39.954965,
A,825,116.321567,39.953405,
A,826,116.309501,39.935247,
A,827,116.258366,39.907064,
A,828,116.26096,39.903986,
A,829,116.259752,39.90088,
A,830,116.278227,39.899968,
A,831,116.280418,39.900028,
A,832,116.263493,39.900109,
A,833,116.2734,39.900754,
A,834,116.258076,39.907801,
A,835,116.258466,39.903694,
A,836,116.257183,39.903627,
A,837,116.32616,39.93018,
A,838,116.288643,39.951503,
A,839,116.276787,39.957563,
A,840,116.163707,40.067949,
A,841,116.29535,39.993483,
A,842,116.298798,39.991863,
A,843,116.282282,39.998626,
A,844,116.30275,39.987041,
A,845,116.304365,39.989187,
A,846,116.289313,39.998509,
A,847,116.290007,39.998278,
A,848,116.304713,39.988242,
A,849,116.304683,39.988393,
A,850,116.298137,39.993012,
A,851,116.298226,39.992972,
A,852,116.273319,40.008147,
A,853,116.273201,40.006418,
A,854,116.283022,40.002014,
A,855,116.283069,40.002017,
A,856,116.272716,40.005246,
A,857,116.273507,40.007465,
A,858,116.280205,40.002176,
A,859,116.206949,40.138133,
A,860,116.199808,40.052222,
A,861,116.215935,40.098273,
A,862,116.215699,40.096847,
A,863,116.311847,40.034895,
A,864,116.306356,40.046201,
A,865,116.304221,40.046126,
A,866,116.332765,40.030499,
A,867,116.327014,40.030974,
A,868,116.311914,40.036271,
A,869,116.251348,39.915515,
A,870,116.253511,39.908055,
A,871,116.255571,39.908091,
A,872,116.255046,39.920962,
A,873,116.251809,39.921897,
A,874,116.262412,39.920257,
A,875,116.225058,39.925212,
A,876,116.315657,39.978293,
A,877,116.316257,39.978422,
A,878,116.315657,39.978293,
A,879,116.315657,39.978293,
A,880,116.315657,39.978293,
A,881,116.315657,39.978293,
A,882,116.315657,39.978293,
A,883,116.314624,39.979818,
A,884,116.315547,39.978121,
A,885,116.311432,39.97952,
A,886,116.315657,39.978293,
A,887,116.312619,39.977634,
A,888,116.311953,39.980138,
A,889,116.30914,39.979932,
A,890,116.314052,39.979433,
A,891,116.31405,39.979433,
A,892,116.314343,39.979939,
A,893,116.311905,39.980124,
A,894,116.307898,39.978658,
A,895,116.312399,39.977725,
A,896,116.315653,39.978293,
A,897,116.314045,39.979434,
A,898,116.315657,39.978293,
A,899,116.315198,39.977585,
A,900,116.179401,40.042011,
A,901,116.172111,40.047335,
A,902,116.168347,40.050617,
A,903,116.207817,40.040695,
A,904,116.186569,40.041559,
A,905,116.189145,40.040685,
A,906,116.166492,40.051981,
A,907,116.170368,40.052541,
A,908,116.181147,40.044256,
A,909,116.185799,40.041939,
A,910,116.186667,40.04152,
A,911,116.20277,40.040257,
A,912,116.207787,40.040708,
A,913,116.208785,40.040775,
A,914,116.119741,40.06525,
A,915,116.119989,40.065815,
A,916,116.255116,39.929249,
A,917,116.283787,39.914135,
A,918,116.280912,39.917833,
A,919,116.280767,39.917833,
A,920,116.280603,39.917843,
A,921,116.281846,39.917416,
A,922,116.282722,39.915675,
A,923,116.277905,39.917948,
A,924,116.260754,39.929507,
A,925,116.258289,39.92962,
A,926,116.26187,39.928962,
A,927,116.265492,39.924734,
A,928,116.26419,39.927904,
A,929,116.324853,39.948207,
A,930,116.340975,39.947462,
